ID,Тип,Артикул,Ім'я,Опубліковано,Рекомендовано?,Видимість в каталозі,Короткий опис,Опис,Початок акції,Завершення акції,Статус податку,Клас податку,В наявності?,Запас,Низька кількість запасів,Дозволити резервування?,Продавати окремо?,Вага (kg),Довжина (cm),Ширина (cm),Висота (cm),Дозволити відгуки?,Примітка до покупки,Ціна зі знижкою,Звичайна ціна,Категорії,Позначки,Клас доставки,Зображення,Ліміт завантажень,Число днів до закінчення Завантаження,Предок,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Атрибут 2 за замовчуванням,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Назва 3 атрибуту,3 значення атрибуту,Атрибут 3 видимий,Атрибут 3 глобальний,Атрибут 3 за замовчуванням,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Мета ідентифікатор :_oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
814,variation,PC111-6,FLUSH - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,490.05,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLUSH.jpg,,,PC111,,,,,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flush-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
816,variable,PC203,LEATHER PROTECTOR,1,0,visible,"<strong>Засіб для очищення та консервації шкіри</strong>
\nLEATHER PROTECTOR очищає, оживляє та освіжає всі види шкіри. Спеціальна формула дозволяє м'яко очищувати будь які шкіряні поверхні.
\nПродукт - суміш натуральних масел та зволожуючих восків. Засіб не залишає жирного шару. Можна використовувати для чистки та обслуговування щкіряних поверхонь таких як: оббивка автомобіля, меблі (крісла, дивани), взуття, одяг, сумки. не потребує полоскання і не сушить шкіру. Має свіжий, приємний аромат. ","Засіб очищає, оживляє та освіжає всі види шкіри.
\nМістить спеціальні агенти для м'якого очищення поверхні шкіри, а самепоєднання натуральних олій та зволожуючих та освіжаючих восків.
\n
\nЗасіб може використовуватися для очищення та обслуговування всіх поверхонь шкіри, таких як:
\n<ul>
\n 	<li>оббивка автомобіля</li>
\n 	<li>меблі (дивани, крісла)</li>
\n 	<li>взуття</li>
\n 	<li>одяг</li>
\n 	<li>сумки</li>
\n</ul>
\nНе залишає жирного шару. Не вимагає полоскання і не сушить шкіру. Надає приємного аромату.
\n
\n<strong>Використання:</strong>
\n
\nОбприскати очищену поверхню та протерти чистою бавовняною тканиною. Очистити невеликими кільцевими рухами. Дати висохнути.",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Господарство, Господарство > Офісні приміщення, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Шкіра та тканини","догляд за поверхнями, шкіра",,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LEATHER-PROTECTOR.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LEATHER-PROTECTOR-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LEATHER-PROTECTOR-2.jpg",,,,,"PC207, PC215, N275","N256, N287",,,0,Бренд,Pro-Chem,1,1,Об'єм,"200 мл, 6 л, 750 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":153,""to_translate"":{""ru"":153}}",,default,default,default,1,LEATHER PROTECTOR,34,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
820,variation,"PC203-0,2",LEATHER PROTECTOR - 200 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.44,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LEATHER-PROTECTOR.jpg,,,PC203,,,"N256, N287",,,0,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,leather-protector-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
821,variation,"PC203-0,75",LEATHER PROTECTOR - 750 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,274.73,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LEATHER-PROTECTOR-1.jpg,,,PC203,,,"N256, N287",,,2,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,leather-protector-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
822,variation,PC203-6,LEATHER PROTECTOR - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1559.25,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LEATHER-PROTECTOR-2.jpg,,,PC203,,,"N256, N287",,,3,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,leather-protector-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
826,variable,PC206,TAPI,1,0,visible,"<strong>Рідина для чищення оббивки та килимів</strong>
\nЗасіб призначений для ручного очищення. Знижує поверхневий натяг, завдяки чому бруд відокремлюється від волокон. Нейтралізує неприємні запахи.","Засіб призначений для ручного прання оббивки та килимків. Також дуже добре підходить для очищення стелі в автомобілі.
\n
\nЗнижує поверхневий натяг, завдяки чому бруд відокремлюється від волокон. Він нейтралізує неприємні запахи.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nПеред очищенням очистіть поверхню. Рівномірно нанесіть засіб піноутворювачем, чистити губкою або щіткою. Після сушіння пропилососити, щоб зібрати відокремлений бруд.
\n
\n<strong>Увага!</strong> Мити тільки поверхнево, не замочувати поверхню. Перед першим використанням виконайте попередній тест, щоб перевірити колірну стійкість до препарату. Не використовуйте для пінних пилососів.",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Господарство, Господарство > Офісні приміщення, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Шкіра та тканини",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/TAPI.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/TAPI-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"500 мл, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,variation,"PC206-0,5",TAPI - 500 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.44,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/TAPI.jpg,,,PC206,,,,,,0,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tapi-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
831,variation,PC206-6,TAPI - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,735.08,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/TAPI-1.jpg,,,PC206,,,,,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tapi-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
832,variable,PC108,LAMINEL,1,0,visible,"<strong>Рідина для миття та догляду за підлоговими панелями та покриттям для ПВХ</strong>
\nЕфективно видаляє будь-який бруд, захищаючи покриття та залишаючи приємний запах.","<strong>LAMINEL</strong> - це препарат, призначений для миття та догляду за панельними та дерев'яними підлогами, а також покриттям з ПВХ підлоги.
\n
\nЕфективно видаляє будь-який бруд, відновлює красивий зовнішній вигляд підлоги і залишає його блискучим протягом тривалого часу.
\n
\nСтворює захисне покриття з антистатичним ефектом, що додатково забезпечує гарний блиск без полірування.
\n
\n<strong>Використання:</strong>
\n
\nДля щоденного догляду використовуйте розчин 50 мл на 10 л води.
\n
\nВидалення сильного бруду - 100 мл / 10 л води.
\n
\nПомити поверхню підлоги за допомогою швабри або губки, потім дати висохнути.",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство, Господарство > Офісні приміщення, Господарство > Підлога",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LAMINEL.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LAMINEL-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,variation,PC108-1,LAMINEL - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,89.17,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LAMINEL.jpg,,,PC108,,,,,,0,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laminel-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
836,variation,PC108-6,LAMINEL - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,490.05,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LAMINEL-1.jpg,,,PC108,,,,,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laminel-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
837,variation,PC108-10,LAMINEL - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,742.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/LAMINEL-1.jpg,,,PC108,,,,,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laminel-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
840,variable,PC217,AIR FRESH,1,0,visible,"<strong>Освіжувач повітря</strong>
\nДуже ефективний і простий у використанні, аромат триває дуже довго. Це усуває неприємні запахи.","<strong>AIR FRESH</strong> створює приємну атмосферу в будь-якій кімнаті, машині чи шафі.
\n
\n&nbsp;
\n
\nДуже ефективний і простий у використанні, аромат триває дуже довго. Прекрасно підходить як засіб для усунення неприємних запахів.
\n
\n&nbsp;
\n
\nВодно-масляні речовини.
\n
\nДоступні аромати:
\n<ul>
\n 	<li>ПК 208 - ваніль</li>
\n 	<li>ПК 209 - зелене яблуко</li>
\n 	<li>ПК 217 - зелений чай</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Господарство, Господарство > Освіжувачі Повітря, Автокосметика > Освіжувачі повітря",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH-2.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Запах,"Ваніль, Залений чай, Яблуко",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Об'єм,"6 л, 750 мл",1,1,,,,,,,
844,variation,"PC208-0,75","AIR FRESH - Ваніль, 750 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200.48,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH-2.jpg,,,PC217,,,,,,0,Запах,Ваніль,,1,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-fresh-750-%d0%bc%d0%bb-%d0%b2%d0%b0%d0%bd%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,,,,,,,,,,,
845,variation,PC208-6,"AIR FRESH - Ваніль, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1158.3,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH-2.jpg,,,PC217,,,,,,2,Запах,Ваніль,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-fresh-6-%d0%bb-%d0%b2%d0%b0%d0%bd%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,,,,,,,,,,,
846,variation,"PC217-0,75","AIR FRESH - Залений чай, 750 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200.48,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH.jpg,,,PC217,,,,,,3,Запах,Залений чай,,1,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-fresh-750-%d0%bc%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,,,,,,,,,,,
847,variation,PC217-6,"AIR FRESH - Залений чай, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1158.3,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH.jpg,,,PC217,,,,,,4,Запах,Залений чай,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-fresh-6-%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,,,,,,,,,,,
848,variation,"PC209-0,75","AIR FRESH - Яблуко, 750 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,200.48,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH-1.jpg,,,PC217,,,,,,5,Запах,Яблуко,,1,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-fresh-750-%d0%bc%d0%bb-%d1%8f%d0%b1%d0%bb%d1%83%d0%ba%d0%be,,,,,,,,,,,,,,,,,,,,,,,,,
849,variation,PC209-6,"AIR FRESH - Яблуко, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1158.3,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/AIR-FRESH-1.jpg,,,PC217,,,,,,6,Запах,Яблуко,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,air-fresh-6-%d0%bb-%d1%8f%d0%b1%d0%bb%d1%83%d0%ba%d0%be,,,,,,,,,,,,,,,,,,,,,,,,,
850,variable,PC222,DEEP,1,0,visible,"<strong>Освіжувач повітря</strong>
\nДуже тривалий і глибокий аромат. Ефективно усуває неприємні запахи.","Прекрасно працює як засіб для усунення неприємних запахів.
\n
\nСтворить приємну атмосферу в будь-якій кімнаті, машині чи шафі. Дуже ефективний і зручний у використанні. Тривалий час залишається в повітрі.
\n
\nДіюча речовина - це алкоголь, який після використання повністю випаровується, залишивши лише запах.
\n
\nДоступні аромати:
\n<ul>
\n 	<li>PC 220 - квіткова пристрасть</li>
\n 	<li>PC 221 - зелений чай</li>
\n 	<li>PC 222 – фруктовий мікс</li>
\n 	<li>PC 223 - новий автомобіль</li>
\n 	<li>PC 227 - ейфорія</li>
\n</ul>",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Господарство, Господарство > Освіжувачі Повітря, Автокосметика > Освіжувачі повітря",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-3.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-2.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Запах,"Букет квітів, Ейфорія, Залений чай, Новий автомобіль, Фруктовий мікс",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Об'єм,"200 мл, 6 л",1,1,,,,,,,
851,variation,"PC220-0,2","DEEP - Букет квітів, 200 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,148.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP.jpg,,,PC222,,,,,,1,Запах,Букет квітів,,1,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,deep-200-%d0%bc%d0%bb-%d0%b1%d1%83%d0%ba%d0%b5%d1%82-%d0%ba%d0%b2%d1%96%d1%82%d1%96%d0%b2,,,,,,,,,,,,,,,,,,,,,,,,,
852,variation,PC220-6,"DEEP - Букет квітів, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3563.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP.jpg,,,PC222,,,,,,2,Запах,Букет квітів,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep-6-%d0%bb-%d0%b1%d1%83%d0%ba%d0%b5%d1%82-%d0%ba%d0%b2%d1%96%d1%82%d1%96%d0%b2,,,,,,,,,,,,,,,,,,,,,,,,,
853,variation,"PC227-0,2","DEEP - Ейфорія, 200 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-1.jpg,,,PC222,,,,,,3,Запах,Ейфорія,,1,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,deep-200-%d0%bc%d0%bb-%d0%b5%d0%b9%d1%84%d0%be%d1%80%d1%96%d1%8f,,,,,,,,,,,,,,,,,,,,,,,,,
855,variation,"PC221-0,2","DEEP - Залений чай, 200 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,148.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-2.jpg,,,PC222,,,,,,5,Запах,Залений чай,,1,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,deep-200-%d0%bc%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,,,,,,,,,,,
856,variation,PC221-6,"DEEP - Залений чай, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3563.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-2.jpg,,,PC222,,,,,,6,Запах,Залений чай,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep-6-%d0%bb-%d0%b7%d0%b0%d0%bb%d0%b5%d0%bd%d0%b8%d0%b9-%d1%87%d0%b0%d0%b9,,,,,,,,,,,,,,,,,,,,,,,,,
857,variation,"PC223-0,2","DEEP - Новий автомобіль, 200 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,148.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-3.jpg,,,PC222,,,,,,7,Запах,Новий автомобіль,,1,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,deep-200-%d0%bc%d0%bb-%d0%bd%d0%be%d0%b2%d0%b8%d0%b9-%d0%b0%d0%b2%d1%82%d0%be%d0%bc%d0%be%d0%b1%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,,,,,,,,,,,
858,variation,PC223-6,"DEEP - Новий автомобіль, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3563.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP-3.jpg,,,PC222,,,,,,8,Запах,Новий автомобіль,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep-6-%d0%bb-%d0%bd%d0%be%d0%b2%d0%b8%d0%b9-%d0%b0%d0%b2%d1%82%d0%be%d0%bc%d0%be%d0%b1%d1%96%d0%bb%d1%8c,,,,,,,,,,,,,,,,,,,,,,,,,
859,variation,"PC222-0,2","DEEP - Фруктовий мікс, 200 мл",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,148.5,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP.jpg,,,PC222,,,,,,9,Запах,Фруктовий мікс,,1,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep-200-%d0%bc%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,,,,,,,,,,,
860,variation,PC222-6,"DEEP - Фруктовий мікс, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,3563.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/DEEP.jpg,,,PC222,,,,,,10,Запах,Фруктовий мікс,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deep-6-%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,,,,,,,,,,,
865,variable,PC107,TAPI WASHER,1,0,visible,"<strong>Концентрат для чищення оббивки та килимків</strong>
\nНизькопінна рідина для оббивки та килимів. Засіб нейтралізує неприємні запахи, залишаючи свіжий запах протягом тривалого часу.","<strong>TAPI WASHER </strong>- це рідина з низьким вмістом піни, призначена для чищення оббивки та ковролінів.
\n
\nПрекрасно видаляє плями з текстильних поверхонь, стійких до води, і запобігає повторному забрудненню. Нейтралізує неприємні запахи, залишаючи свіжий запах протягом тривалого часу. Може використовуватися для миючих пилососів та ручного прання.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nЗалежно від ступеня забруднення використовуйте розчин препарату:
\n
\n1 - 5% (10 - 50 мл препарату на 1 л води)
\n
\nДотримуватись інструкцій з експлуатації використовуваного пристрою. Стійкий бруд слід двічі чистити, або використовувати м'яку щітку.
\n
\n<img src=""https://imageshack.com/i/plAQCs4Nj"" alt="""" />
\n
\n[embed]https://youtu.be/ONXtp2dKc1M[/embed]",,,taxable,,1,,,0,0,,,,,1,,,,"Автокосметика, Господарство, Господарство > Килими та оббивка, Автокосметика > Очищення інтер'єру, Автокосметика > Очищення інтер'єру > Шкіра та тканини",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/TAPI-WASHER.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/TAPI-WASHER-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 20 л, 2x20 л, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,"<iframe title=""TAPI WASHER PRO-CHEM - Płyn do prania tapicerki"" width=""1200"" height=""900"" src=""https://www.youtube.com/embed/ONXtp2dKc1M?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1565098208,,,,
